uri_o1	label_o1	uri_o2	label_o2	score
http://human.owl#NCI_C12889	auditory system	http://mouse.owl#MA_0002443	auditory system	1.0
http://human.owl#NCI_C12906	posterior eye segment	http://mouse.owl#MA_0002485	eye posterior segment	1.0
http://human.owl#NCI_C12901	palpebral conjunctiva	http://mouse.owl#MA_0001265	palpebral conjunctiva	1.0
http://human.owl#NCI_C12910	mucosa associated lymphoid tissue	http://mouse.owl#MA_0000140	mucosa associated lymphoid tissue	1.0
http://human.owl#NCI_C12839	ulnar artery	http://mouse.owl#MA_0002069	ulnar artery	1.0
http://human.owl#NCI_C12928	corneal epithelium	http://mouse.owl#MA_0001243	corneal epithelium	1.0
http://human.owl#NCI_C25389	chest	http://mouse.owl#MA_0000031	chest	1.0
http://human.owl#NCI_C13005	pericardium	http://mouse.owl#MA_0000099	pericardium	1.0
http://human.owl#NCI_C13010	brunner s gland	http://mouse.owl#MA_0001551	brunner s gland	1.0
http://human.owl#NCI_C13045	tendon	http://mouse.owl#MA_0000115	tendon	1.0
http://human.owl#NCI_C13048	nephron	http://mouse.owl#MA_0000375	nephron	1.0
http://human.owl#NCI_C13050	skeletal muscle tissue	http://mouse.owl#MA_0002439	skeletal muscle tissue	1.0
http://human.owl#NCI_C13062	back	http://mouse.owl#MA_0000020	back	1.0
http://human.owl#NCI_C13068	foot bone	http://mouse.owl#MA_0000643	foot bone	1.0
http://human.owl#NCI_C13070	cheek	http://mouse.owl#MA_0002475	cheek	1.0
http://human.owl#NCI_C13082	internal capsule	http://mouse.owl#MA_0002748	internal capsule	1.0
http://human.owl#NCI_C52726	prostate gland lobe	http://mouse.owl#MA_0001738	prostate gland lobe	1.0
http://human.owl#NCI_C12840	pleural cavity	http://mouse.owl#MA_0000055	pleural cavity	1.0
http://human.owl#NCI_C12838	radial artery	http://mouse.owl#MA_0002034	radial artery	1.0
http://human.owl#NCI_C33101	mesangium	http://mouse.owl#MA_0002617	mesangium	1.0
http://human.owl#NCI_C12813	vas deferens	http://mouse.owl#MA_0000413	vas deferens	1.0
http://human.owl#NCI_C12799	thorax	http://mouse.owl#MA_0000022	thorax	1.0
http://human.owl#NCI_C12783	scapula	http://mouse.owl#MA_0001330	scapula	1.0
http://human.owl#NCI_C12784	sclera	http://mouse.owl#MA_0000280	sclera	1.0
http://human.owl#NCI_C12787	seminal vesicle	http://mouse.owl#MA_0000410	seminal vesicle	1.0
http://human.owl#NCI_C12790	sphenoid bone	http://mouse.owl#MA_0001472	sphenoid bone	1.0
http://human.owl#NCI_C32234	bronchus associated lymphoid tissue	http://mouse.owl#MA_0000135	bronchus associated lymphoid tissue	1.0
http://human.owl#NCI_C12794	subclavian vein	http://mouse.owl#MA_0002221	subclavian vein	1.0
http://human.owl#NCI_C12796	tarsal bone	http://mouse.owl#MA_0000297	tarsal bone	1.0
http://human.owl#NCI_C12798	thoracic vertebra	http://mouse.owl#MA_0000314	thoracic vertebra	1.0
http://human.owl#NCI_C12800	tibia	http://mouse.owl#MA_0001361	tibia	1.0
http://human.owl#NCI_C12805	tricuspid valve	http://mouse.owl#MA_0000090	tricuspid valve	1.0
http://human.owl#NCI_C12809	ulna	http://mouse.owl#MA_0001358	ulna	1.0
http://human.owl#NCI_C12815	inferior vena cava	http://mouse.owl#MA_0000480	inferior vena cava	1.0
http://human.owl#NCI_C12835	nucleus ambiguus	http://mouse.owl#MA_0001050	nucleus ambiguus	1.0
http://human.owl#NCI_C12817	vena cava	http://mouse.owl#MA_0000068	vena cava	1.0
http://human.owl#NCI_C12816	superior vena cava	http://mouse.owl#MA_0000481	superior vena cava	1.0
http://human.owl#NCI_C12818	venule	http://mouse.owl#MA_0000071	venule	1.0
http://human.owl#NCI_C12819	vertebral artery	http://mouse.owl#MA_0002077	vertebral artery	1.0
http://human.owl#NCI_C12824	tibial artery	http://mouse.owl#MA_0002067	tibial artery	1.0
http://human.owl#NCI_C12825	anterior tibial artery	http://mouse.owl#MA_0002574	anterior tibial artery	1.0
http://human.owl#NCI_C12826	posterior tibial artery	http://mouse.owl#MA_0002575	posterior tibial artery	1.0
http://human.owl#NCI_C12829	anterior cerebral artery	http://mouse.owl#MA_0001915	anterior cerebral artery	1.0
http://human.owl#NCI_C12830	middle cerebral artery	http://mouse.owl#MA_0001935	middle cerebral artery	1.0
http://human.owl#NCI_C12831	posterior cerebral artery	http://mouse.owl#MA_0002022	posterior cerebral artery	1.0
http://human.owl#NCI_C33587	spinal artery	http://mouse.owl#MA_0002043	spinal artery	1.0
http://human.owl#NCI_C12834	lateral ventricle	http://mouse.owl#MA_0000192	lateral ventricle	1.0
http://human.owl#NCI_C33050	male urethra	http://mouse.owl#MA_0002640	male urethra	1.0
http://human.owl#NCI_C12793	sternum	http://mouse.owl#MA_0001331	sternum	1.0
http://human.owl#NCI_C13170	hassall s corpuscle	http://mouse.owl#MA_0000772	hassall s corpuscle	1.0
http://human.owl#NCI_C32057	alveolar sac	http://mouse.owl#MA_0000418	alveolar sac	1.0
http://human.owl#NCI_C32069	anal region	http://mouse.owl#MA_0000329	anal region	1.0
http://human.owl#NCI_C33301	perineum	http://mouse.owl#MA_0002466	perineum	1.0
http://human.owl#NCI_C32086	anterior commissure	http://mouse.owl#MA_0002722	anterior commissure	1.0
http://human.owl#NCI_C52851	communicating artery	http://mouse.owl#MA_0001938	communicating artery	1.0
http://human.owl#NCI_C32094	anterior jugular vein	http://mouse.owl#MA_0002155	anterior jugular vein	1.0
http://human.owl#NCI_C33204	olfactory lobe	http://mouse.owl#MA_0002413	olfactory lobe	1.0
http://human.owl#NCI_C32115	anterior tibial vein	http://mouse.owl#MA_0002244	anterior tibial vein	1.0
http://human.owl#NCI_C33787	tibial vein	http://mouse.owl#MA_0002243	tibial vein	1.0
http://human.owl#NCI_C32165	auricle	http://mouse.owl#MA_0000259	auricle	1.0
http://human.owl#NCI_C33712	sweat gland	http://mouse.owl#MA_0000150	sweat gland	1.0
http://human.owl#NCI_C32141	arm	http://mouse.owl#MA_0000033	arm	1.0
http://human.owl#NCI_C32144	articular cartilage	http://mouse.owl#MA_0000487	articular cartilage	1.0
http://human.owl#NCI_C32148	arytenoid cartilage	http://mouse.owl#MA_0001759	arytenoid cartilage	1.0
http://human.owl#NCI_C32150	ascending aorta	http://mouse.owl#MA_0002570	ascending aorta	1.0
http://human.owl#NCI_C49274	renal tubule	http://mouse.owl#MA_0000377	renal tubule	1.0
http://human.owl#NCI_C32160	atrioventricular bundle	http://mouse.owl#MA_0002576	atrioventricular bundle	1.0
http://human.owl#NCI_C32161	atrioventricular node	http://mouse.owl#MA_0000095	atrioventricular node	1.0
http://human.owl#NCI_C32169	axillary artery	http://mouse.owl#MA_0002573	axillary artery	1.0
http://human.owl#NCI_C32171	axillary vein	http://mouse.owl#MA_0002084	axillary vein	1.0
http://human.owl#NCI_C32172	axial skeleton	http://mouse.owl#MA_0000308	axial skeleton	1.0
http://human.owl#NCI_C53037	cerebral vein	http://mouse.owl#MA_0002096	cerebral vein	1.0
http://human.owl#NCI_C32197	basilic vein	http://mouse.owl#MA_0002086	basilic vein	1.0
http://human.owl#NCI_C32202	bile canaliculus	http://mouse.owl#MA_0002495	bile canaliculus	1.0
http://human.owl#NCI_C33156	nail	http://mouse.owl#MA_0002703	nail	1.0
http://human.owl#NCI_C13179	basilar membrane	http://mouse.owl#MA_0001190	basilar membrane	1.0
http://human.owl#NCI_C33528	semicircular duct	http://mouse.owl#MA_0000251	semicircular duct	1.0
http://human.owl#NCI_C32078	ankle joint	http://mouse.owl#MA_0000463	ankle joint	1.0
http://human.owl#NCI_C32056	alveolar duct	http://mouse.owl#MA_0000417	alveolar duct	1.0
http://human.owl#NCI_C13283	urine	http://mouse.owl#MA_0002545	urine	1.0
http://human.owl#NCI_C13192	bile	http://mouse.owl#MA_0002513	bile	1.0
http://human.owl#NCI_C13234	feces	http://mouse.owl#MA_0002509	feces	1.0
http://human.owl#NCI_C13250	glomerulus	http://mouse.owl#MA_0001657	glomerulus	1.0
http://human.owl#NCI_C33456	renal corpuscle	http://mouse.owl#MA_0000376	renal corpuscle	1.0
http://human.owl#NCI_C32230	bronchial artery	http://mouse.owl#MA_0001923	bronchial artery	1.0
http://human.owl#NCI_C13252	lymph	http://mouse.owl#MA_0002520	lymph	1.0
http://human.owl#NCI_C33038	lymphatic vessel	http://mouse.owl#MA_0000138	lymphatic vessel	1.0
http://human.owl#NCI_C13278	sputum	http://mouse.owl#MA_0002536	sputum	1.0
http://human.owl#NCI_C13273	lung surfactant	http://mouse.owl#MA_0002534	lung surfactant	1.0
http://human.owl#NCI_C32050	adrenal gland capsule	http://mouse.owl#MA_0000117	adrenal gland capsule	1.0
http://human.owl#NCI_C13276	sebum	http://mouse.owl#MA_0002538	sebum	1.0
http://human.owl#NCI_C13280	sweat	http://mouse.owl#MA_0002539	sweat	1.0
http://human.owl#NCI_C13275	saliva	http://mouse.owl#MA_0002507	saliva	1.0
http://human.owl#NCI_C13317	hair follicle	http://mouse.owl#MA_0000154	hair follicle	1.0
http://human.owl#NCI_C26470	maxilla	http://mouse.owl#MA_0001491	maxilla	1.0
http://human.owl#NCI_C32042	acetabulum	http://mouse.owl#MA_0001335	acetabulum	1.0
http://human.owl#NCI_C13323	vitreous humor	http://mouse.owl#MA_0001286	vitreous humor	1.0
http://human.owl#NCI_C32038	abdominal aorta	http://mouse.owl#MA_0000474	abdominal aorta	1.0
http://human.owl#NCI_C28401	olfactory bulb	http://mouse.owl#MA_0000194	olfactory bulb	1.0
http://human.owl#NCI_C32455	descending aorta	http://mouse.owl#MA_0002571	descending aorta	1.0
http://human.owl#NCI_C26464	macula	http://mouse.owl#MA_0001306	macula	1.0
http://human.owl#NCI_C25203	shoulder	http://mouse.owl#MA_0000038	shoulder	1.0
http://human.owl#NCI_C13356	plasma	http://mouse.owl#MA_0002501	plasma	1.0
http://human.owl#NCI_C13325	serum	http://mouse.owl#MA_0002502	serum	1.0
http://human.owl#NCI_C33884	vitreous body	http://mouse.owl#MA_0002462	vitreous body	1.0
http://human.owl#NCI_C33665	superficial palmar arch	http://mouse.owl#MA_0002127	superficial palmal arch	0.9932658076286316
http://human.owl#NCI_C38669	intrahepatic portion of the right hepatic duct	http://mouse.owl#MA_0002664	intrahepatic part of right hepatic duct	0.9880931377410889
http://human.owl#NCI_C38670	hilar portion of the left hepatic duct	http://mouse.owl#MA_0002666	hilar part of left hepatic duct	0.9880307912826538
http://human.owl#NCI_C32231	bronchial epithelium	http://mouse.owl#MA_0001839	bronchus epithelium	0.9880218505859375
http://human.owl#NCI_C38668	intrahepatic portion of the left hepatic duct	http://mouse.owl#MA_0002663	intrahepatic part of left hepatic duct	0.9879852533340454
http://human.owl#NCI_C38671	hilar portion of the right hepatic duct	http://mouse.owl#MA_0002667	hilar part of right hepatic duct	0.9871025085449219
http://human.owl#NCI_C43630	hilar portion of the hepatic duct	http://mouse.owl#MA_0002665	hilar part of hepatic duct	0.9855965375900269
http://human.owl#NCI_C49247	laryngeal epithelium	http://mouse.owl#MA_0001765	larynx epithelium	0.9855160713195801
http://human.owl#NCI_C49311	urethral gland	http://mouse.owl#MA_0001688	urethra gland	0.9855138063430786
http://human.owl#NCI_C12730	cardiac ventricle	http://mouse.owl#MA_0000091	heart ventricle	0.9836999773979187
http://human.owl#NCI_C49245	laryngeal connective tissue	http://mouse.owl#MA_0001754	larynx connective tissue	0.9836033582687378
http://human.owl#NCI_C33797	tracheal epithelium	http://mouse.owl#MA_0001862	trachea epithelium	0.9833753108978271
http://human.owl#NCI_C12728	cardiac atrium	http://mouse.owl#MA_0000073	heart atrium	0.9828649759292603
http://human.owl#NCI_C52744	common palmar digital artery	http://mouse.owl#MA_0001957	common palmar digital arteries	0.9798154830932617
http://human.owl#NCI_C12863	middle phalanx of the hand	http://mouse.owl#MA_0001394	middle phalanx of hand	0.9791492223739624
http://human.owl#NCI_C52556	ovarian follicle fluid	http://mouse.owl#MA_0002511	ovary follicle fluid	0.9790235757827759
http://human.owl#NCI_C49575	joint of the rib	http://mouse.owl#MA_0001508	joint of rib	0.9788525700569153
http://human.owl#NCI_C32933	laryngeal ligament	http://mouse.owl#MA_0001755	larynx ligament	0.9777334928512573
http://human.owl#NCI_C13270	pancreatic secretion	http://mouse.owl#MA_0002516	pancreas secretion	0.977266788482666
http://human.owl#NCI_C49140	purkinje cell layer of the cerebellum	http://mouse.owl#MA_0000997	cerebellum purkinje cell layer	0.9770013689994812
http://human.owl#NCI_C33236	outer nuclear layer of retina	http://mouse.owl#MA_0001315	retina outer nuclear layer	0.9756767153739929
http://human.owl#NCI_C49333	cerebral gray matter	http://mouse.owl#MA_0000944	cerebral grey matter	0.9752898812294006
http://human.owl#NCI_C49220	efferent ductule epithelium	http://mouse.owl#MA_0001734	efferent duct epithelium	0.9749098420143127
http://human.owl#NCI_C32934	laryngeal muscle	http://mouse.owl#MA_0001768	larynx muscle	0.974660336971283
http://human.owl#NCI_C12729	cardiac valve	http://mouse.owl#MA_0000086	heart valve	0.9744101762771606
http://human.owl#NCI_C33256	pancreatic exocrine secretion	http://mouse.owl#MA_0002518	exocrine pancreas secretion	0.9740790128707886
http://human.owl#NCI_C32540	esophageal muscularis mucosa	http://mouse.owl#MA_0002681	esophagus muscularis mucosa	0.9733679294586182
http://human.owl#NCI_C49222	esophageal squamous epithelium	http://mouse.owl#MA_0001567	esophagus squamous epithelium	0.9729881882667542
http://human.owl#NCI_C49246	laryngeal mucosa	http://mouse.owl#MA_0001766	larynx mucosa	0.9726119041442871
http://human.owl#NCI_C12281	laryngeal cartilage	http://mouse.owl#MA_0001758	larynx cartilage	0.9720855951309204
http://human.owl#NCI_C12397	adrenal medulla	http://mouse.owl#MA_0000119	adrenal gland medulla	0.9716652035713196
http://human.owl#NCI_C33255	pancreatic endocrine secretion	http://mouse.owl#MA_0002517	endocrine pancreas secretion	0.9715536832809448
http://human.owl#NCI_C32516	endometrial stroma	http://mouse.owl#MA_0002734	endometrium stroma	0.9712769985198975
http://human.owl#NCI_C49299	gastrointestinal tract lamina propria	http://mouse.owl#MA_0001899	gastrointestinal system lamina propria	0.971092700958252
http://human.owl#NCI_C32522	endothelium of the glomerular capillary	http://mouse.owl#MA_0001658	glomerular capillary endothelium	0.9707266092300415
http://human.owl#NCI_C32875	intestinal secretion	http://mouse.owl#MA_0002515	intestine secretion	0.9693595170974731
http://human.owl#NCI_C32538	esophageal mucosa	http://mouse.owl#MA_0002680	esophagus mucosa	0.969027042388916
http://human.owl#NCI_C52701	dorsal foot interosseous muscle	http://mouse.owl#MA_0002303	dorsal foot interosseus muscle	0.9688888788223267
http://human.owl#NCI_C49221	esophageal epithelium	http://mouse.owl#MA_0001565	esophagus epithelium	0.968834638595581
http://human.owl#NCI_C12740	renal medulla	http://mouse.owl#MA_0000373	kidney medulla	0.9680580496788025
http://human.owl#NCI_C32207	bladder muscularis mucosa	http://mouse.owl#MA_0002490	urinary bladder muscularis mucosa	0.9664899706840515
http://human.owl#NCI_C12937	mammary epithelium	http://mouse.owl#MA_0000792	mammary gland epithelium	0.9662721157073975
http://human.owl#NCI_C52703	dorsal hand interosseous muscle	http://mouse.owl#MA_0002314	dorsal hand interosseus muscle	0.9662083387374878
http://human.owl#NCI_C33244	ovarian follicle	http://mouse.owl#MA_0001707	ovary follicle	0.9656460881233215
http://human.owl#NCI_C49223	esophageal lamina propria	http://mouse.owl#MA_0001568	esophagus lamina propria	0.9652324914932251
http://human.owl#NCI_C49240	intestinal epithelium	http://mouse.owl#MA_0001536	intestine epithelium	0.9647347927093506
http://human.owl#NCI_C49314	vaginal squamous epithelium	http://mouse.owl#MA_0001731	vagina squamous epithelium	0.9645824432373047
http://human.owl#NCI_C49230	choroid plexus epithelium of the fourth ventricle	http://mouse.owl#MA_0000984	fourth ventricle choroid plexus epithelium	0.9643039703369141
http://human.owl#NCI_C13004	endocardium	http://mouse.owl#MA_0000076	heart endocardium	0.9641234874725342
http://human.owl#NCI_C49595	oral cavity epithelium	http://mouse.owl#MA_0000344	oral epithelium	0.9639844298362732
http://human.owl#NCI_C49248	choroid plexus epithelium of the lateral ventricle	http://mouse.owl#MA_0000962	lateral ventricle choroid plexus epithelium	0.9632940888404846
http://human.owl#NCI_C12927	renal calyx	http://mouse.owl#MA_0000369	kidney calyx	0.9615141749382019
http://human.owl#NCI_C38515	thymic lymphoid tissue	http://mouse.owl#MA_0002673	thymus lymphoid tissue	0.9614350199699402
http://human.owl#NCI_C12885	renal capsule	http://mouse.owl#MA_0000370	kidney capsule	0.961233377456665
http://human.owl#NCI_C33570	small intestinal muscularis mucosa	http://mouse.owl#MA_0002687	small intestine muscularis mucosa	0.9595910310745239
http://human.owl#NCI_C33568	small intestinal mucosa	http://mouse.owl#MA_0002686	small intestine mucosa	0.959509015083313
http://human.owl#NCI_C49241	intestinal mucosa	http://mouse.owl#MA_0001537	intestine mucosa	0.9592223167419434
http://human.owl#NCI_C49586	lymph node lymphoid follicle	http://mouse.owl#MA_0000742	lymph node follicle	0.9591951370239258
http://human.owl#NCI_C49297	small intestinal lamina propria	http://mouse.owl#MA_0001554	small intestine lamina propria	0.9584826231002808
http://human.owl#NCI_C49313	vaginal epithelium	http://mouse.owl#MA_0001730	vagina epithelium	0.9581706523895264
http://human.owl#NCI_C12739	renal cortex	http://mouse.owl#MA_0000372	kidney cortex	0.9572316408157349
http://human.owl#NCI_C32046	acromial thoracic artery	http://mouse.owl#MA_0002064	thoraco acromial artery	0.9571932554244995
http://human.owl#NCI_C12887	renal pelvis	http://mouse.owl#MA_0000374	kidney pelvis	0.9557275176048279
http://human.owl#NCI_C12806	trigeminal nerve	http://mouse.owl#MA_0001100	trigeminal v nerve	0.9552350044250488
http://human.owl#NCI_C32928	large intestinal muscularis mucosa	http://mouse.owl#MA_0002689	large intestine muscularis mucosa	0.9545453786849976
http://human.owl#NCI_C12868	right atrium	http://mouse.owl#MA_0000075	heart right atrium	0.9541777968406677
http://human.owl#NCI_C32311	choroidal fissure	http://mouse.owl#MA_0001305	choroid fissure	0.9538449048995972
http://human.owl#NCI_C33572	small intestinal submucosa	http://mouse.owl#MA_0001562	small intestine submucosa	0.9537758827209473
http://human.owl#NCI_C33012	lower respiratory system	http://mouse.owl#MA_0000435	lower respiratory tract	0.953167200088501
http://human.owl#NCI_C53172	foot interosseous muscle	http://mouse.owl#MA_0002302	foot interosseus muscle	0.9518370628356934
http://human.owl#NCI_C32308	choroid plexus of the fourth ventricle	http://mouse.owl#MA_0000983	fourth ventricle choroid plexus	0.951476514339447
http://human.owl#NCI_C12807	trigeminal nucleus	http://mouse.owl#MA_0001028	trigeminal v nucleus	0.9506880044937134
http://human.owl#NCI_C32309	choroid plexus of the lateral ventricle	http://mouse.owl#MA_0000961	lateral ventricle choroid plexus	0.9506308436393738
http://human.owl#NCI_C12870	right ventricle	http://mouse.owl#MA_0000093	heart right ventricle	0.9504414796829224
http://human.owl#NCI_C32688	gluteal artery	http://mouse.owl#MA_0002054	superior gluteal artery	0.9501636028289795
http://human.owl#NCI_C49782	choroid plexus of the third ventricle	http://mouse.owl#MA_0000879	third ventricle choroid plexus	0.9499183893203735
http://human.owl#NCI_C32040	abdominal muscle	http://mouse.owl#MA_0000520	abdomen muscle	0.9497189521789551
http://human.owl#NCI_C48940	bladder lamina propria	http://mouse.owl#MA_0001695	urinary bladder lamina propria	0.9497165679931641
http://human.owl#NCI_C32205	bladder mucosa	http://mouse.owl#MA_0001692	urinary bladder mucosa	0.9491564631462097
http://human.owl#NCI_C33893	white matter of the spinal cord	http://mouse.owl#MA_0000910	spinal cord white matter	0.9485284090042114
http://human.owl#NCI_C32930	large intestinal submucosa	http://mouse.owl#MA_0002690	large intestine submucosa	0.9485182762145996
http://human.owl#NCI_C32411	crypts of the lieberkuhn	http://mouse.owl#MA_0001535	crypt of lieberkuhn	0.9484192132949829
http://human.owl#NCI_C33030	lymph node efferent vessel	http://mouse.owl#MA_0000749	efferent lymphatic vessel	0.9482137560844421
http://human.owl#NCI_C34062	exocrine gland fluid or secretion	http://mouse.owl#MA_0002504	exocrine gland fluid secretion	0.9476922750473022
http://human.owl#NCI_C33470	retinal pigment epithelium	http://mouse.owl#MA_0000279	pigmented retinal epithelium	0.947665274143219
http://human.owl#NCI_C33839	upper respiratory system	http://mouse.owl#MA_0000442	upper respiratory tract	0.9472806453704834
http://human.owl#NCI_C12869	left atrium	http://mouse.owl#MA_0000074	heart left atrium	0.9461148977279663
http://human.owl#NCI_C32695	gray matter	http://mouse.owl#MA_0001112	grey matter	0.9459551572799683
http://human.owl#NCI_C12871	left ventricle	http://mouse.owl#MA_0000092	heart left ventricle	0.9457249045372009
http://human.owl#NCI_C12350	spinal meninges	http://mouse.owl#MA_0001130	spinal cord meninges	0.9451649188995361
http://human.owl#NCI_C49321	venous system smooth muscle tissue	http://mouse.owl#MA_0000715	venous system smooth muscle	0.9449779987335205
http://human.owl#NCI_C12271	tail of the pancreas	http://mouse.owl#MA_0000123	pancreas tail	0.9449692368507385
http://human.owl#NCI_C32926	large intestinal mucosa	http://mouse.owl#MA_0002688	large intestine mucosa	0.9449664950370789
http://human.owl#NCI_C33565	small intestinal crypt of lieberkuhn	http://mouse.owl#MA_0001552	small intestine crypt of lieberkuhn	0.9449563026428223
http://human.owl#NCI_C52758	abdominal skin	http://mouse.owl#MA_0000523	abdomen skin	0.944731593132019
http://human.owl#NCI_C12759	olfactory nerve	http://mouse.owl#MA_0001096	olfactory i nerve	0.9439514875411987
http://human.owl#NCI_C33187	nucleus of the solitary tract	http://mouse.owl#MA_0001052	solitary tract nucleus	0.9438323378562927
http://human.owl#NCI_C48941	bladder wall	http://mouse.owl#MA_0002493	urinary bladder wall	0.9413772821426392
http://human.owl#NCI_C49260	lymphatic vessel smooth muscle tissue	http://mouse.owl#MA_0000751	lymphatic vessel smooth muscle	0.9413180351257324
http://human.owl#NCI_C49330	arterial system smooth muscle tissue	http://mouse.owl#MA_0000704	arterial system smooth muscle	0.9410247802734375
http://human.owl#NCI_C12257	fundus of the stomach	http://mouse.owl#MA_0001612	stomach fundus	0.9409207105636597
http://human.owl#NCI_C33026	lymph node afferent vessel	http://mouse.owl#MA_0000748	afferent lymphatic vessel	0.9406609535217285
http://human.owl#NCI_C32473	dorsal horn of the spinal cord	http://mouse.owl#MA_0001119	spinal cord dorsal horn	0.939220666885376
http://human.owl#NCI_C49265	ovarian capsule	http://mouse.owl#MA_0001706	ovary capsule	0.9389277100563049
http://human.owl#NCI_C12667	anterior chamber of the eye	http://mouse.owl#MA_0000262	eye anterior chamber	0.9388988614082336
http://human.owl#NCI_C12900	posterior chamber of the eye	http://mouse.owl#MA_0002460	eye posterior chamber	0.9385732412338257
http://human.owl#NCI_C53151	coracobrachialis	http://mouse.owl#MA_0002282	coracobrachial	0.9384890198707581
http://human.owl#NCI_C33859	ventral horn of the spinal cord	http://mouse.owl#MA_0001134	spinal cord ventral horn	0.9378790855407715
http://human.owl#NCI_C12808	trochlear nerve	http://mouse.owl#MA_0001105	trochlear iv nerve	0.9369915723800659
http://human.owl#NCI_C12270	body of the pancreas	http://mouse.owl#MA_0000121	pancreas body	0.9366582036018372
http://human.owl#NCI_C32492	efferent ductule	http://mouse.owl#MA_0000398	efferent duct	0.935867190361023
http://human.owl#NCI_C12758	oculomotor nerve	http://mouse.owl#MA_0001095	oculomotor iii nerve	0.9356037974357605
http://human.owl#NCI_C49193	arteriole smooth muscle tissue	http://mouse.owl#MA_0000706	arteriole smooth muscle	0.9355932474136353
http://human.owl#NCI_C32716	head and neck muscle	http://mouse.owl#MA_0000571	head neck muscle	0.9354186654090881
http://human.owl#NCI_C49195	artery smooth muscle tissue	http://mouse.owl#MA_0000708	artery smooth muscle	0.9352718591690063
http://human.owl#NCI_C32924	large intestinal crypt of the lieberkuhn	http://mouse.owl#MA_0001544	large intestine crypt of lieberkuhn	0.9351605772972107
http://human.owl#NCI_C13075	pharyngeal muscle	http://mouse.owl#MA_0001797	pharynx muscle	0.9342598915100098
http://human.owl#NCI_C32736	hepatic vein	http://mouse.owl#MA_0002132	hepatic portal vein	0.9331036806106567
http://human.owl#NCI_C49244	laryngeal mucous salivary gland	http://mouse.owl#MA_0001767	larynx mucous gland	0.9326285123825073
http://human.owl#NCI_C12996	vestibulocochlear nerve	http://mouse.owl#MA_0001109	vestibulocochlear viii nerve	0.9323902130126953
http://human.owl#NCI_C49306	trachea smooth muscle tissue	http://mouse.owl#MA_0001863	trachea smooth muscle	0.9319965839385986
http://human.owl#NCI_C33402	principal sensory nucleus of the trigeminal nerve	http://mouse.owl#MA_0002740	trigeminal v principal sensory nucleus	0.9314950704574585
http://human.owl#NCI_C49788	tonsillar capsule	http://mouse.owl#MA_0000776	tonsil capsule	0.9311468601226807
http://human.owl#NCI_C32154	ascending limb of the henle s loop	http://mouse.owl#MA_0001676	loop of henle ascending limb	0.9296984672546387
http://human.owl#NCI_C32683	glomerular basement membrane	http://mouse.owl#MA_0001659	glomerular capillary basement membrane	0.929362952709198
http://human.owl#NCI_C12352	frontal lobe	http://mouse.owl#MA_0000905	frontal cortex	0.9287087917327881
http://human.owl#NCI_C33258	papilla of the tongue	http://mouse.owl#MA_0001593	tongue papilla	0.9285286664962769
http://human.owl#NCI_C12269	head of the pancreas	http://mouse.owl#MA_0000122	pancreas head	0.9276126027107239
http://human.owl#NCI_C49213	bronchus smooth muscle tissue	http://mouse.owl#MA_0001840	bronchus smooth muscle	0.9267603158950806
http://human.owl#NCI_C12907	integumentary system	http://mouse.owl#MA_0000014	integumental system	0.9267424941062927
http://human.owl#NCI_C33869	vertebral canal	http://mouse.owl#MA_0001454	vertebra neural canal	0.9263665676116943
http://human.owl#NCI_C49139	molecular layer of the cerebellum	http://mouse.owl#MA_0000996	cerebellum molecular cell layer	0.9262471795082092
http://human.owl#NCI_C13409	skin fluid or secretion	http://mouse.owl#MA_0002537	skin fluid secretion	0.9260578155517578
http://human.owl#NCI_C49577	vertebral joint	http://mouse.owl#MA_0001514	joint of vertebral body	0.9257924556732178
http://human.owl#NCI_C49243	intestinal smooth muscle tissue	http://mouse.owl#MA_0001539	intestine smooth muscle	0.9253040552139282
http://human.owl#NCI_C32456	descending limb of the henle s loop	http://mouse.owl#MA_0001679	loop of henle descending limb	0.9252455234527588
http://human.owl#NCI_C32726	hemisphere of the cerebellum	http://mouse.owl#MA_0000200	cerebellar hemisphere	0.9242987036705017
http://human.owl#NCI_C12723	glossopharyngeal nerve	http://mouse.owl#MA_0001093	glossopharyngeal ix nerve	0.9240902662277222
http://human.owl#NCI_C32965	left lobe of the liver	http://mouse.owl#MA_0000361	liver left lobe	0.9239757061004639
http://human.owl#NCI_C33823	tunica vasculosa	http://mouse.owl#MA_0001284	tunica vasculosa plexus	0.923961877822876
http://human.owl#NCI_C33770	thymic capsule	http://mouse.owl#MA_0000766	thymus capsule	0.9238042235374451
http://human.owl#NCI_C12812	vagus nerve	http://mouse.owl#MA_0001106	vagus x nerve	0.923617422580719
http://human.owl#NCI_C12897	oculomotor nucleus	http://mouse.owl#MA_0001073	oculomotor iii nucleus	0.9234977960586548
http://human.owl#NCI_C33588	spinal cord column	http://mouse.owl#MA_0002750	spinal cord lateral column	0.923179030418396
http://human.owl#NCI_C13053	vascular endothelium	http://mouse.owl#MA_0000709	blood vessel endothelium	0.9226827025413513
http://human.owl#NCI_C49141	internal granular layer of the cerebellum	http://mouse.owl#MA_0000995	cerebellum internal granule cell layer	0.9219233989715576
http://human.owl#NCI_C32855	internal maxillary vein	http://mouse.owl#MA_0002169	maxillary vein	0.9216274619102478
http://human.owl#NCI_C12633	olfactory receptor neuron	http://mouse.owl#MA_0000288	olfactory receptor nerve	0.921296238899231
